Наименование,Регистрационный номер,Дата регистрации,Статус,Регион регистрации,Организационно-правовая форма,Год,"Валовая прибыль (убыток), RUB","Всего использовано средств, RUB","Всего поступило средств, RUB","Выручка, RUB","Дебиторская задолженность, RUB","Денежные средства и денежные эквиваленты, RUB","Доходы от участия в других организациях, RUB","Заёмные средства (краткосрочные), RUB","Капитал и резервы, RUB","Коммерческие расходы, RUB","Кредиторская задолженность, RUB","Остаток средств на конец отчетного года, RUB","Пассивы всего, RUB","Прибыль (убыток) до налогообложения , RUB","Прибыль (убыток) от продажи, RUB","Прибыль от приносящей доход деятельности, RUB","Приобретение основных средств, инвентаря и иного имущества, RUB","Проценты к получению, RUB","Проценты к уплате, RUB","Прочие доходы, RUB","Прочие расходы, RUB","Расходы на содержание аппарата управления, RUB","Расходы на целевые мероприятия, RUB","Себестоимость продаж, RUB",Среднесписочная численность работников,"Текущий налог на прибыль, RUB","Управленческие расходы, RUB","Чистая прибыль (убыток), RUB",численность_доп_признак,численность_новая
"СОДЕЙСТВИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800004087.0,2014-07-08 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,39000.0,25000.0,,,,,,,,,,,,,,,,,,,39000.0,,,,,,,,
"КАМЕРА ОБСКУРА, БФ",1147800004186.0,2014-07-15 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2017,,1027000.0,871000.0,,9000.0,50000.0,,,10000.0,,,50000.0,59000.0,,,,,,,,,517000.0,421000.0,,0 - 5,,,,до 5,Малые (1-15)
"КАМЕРА ОБСКУРА, БФ",1147800004186.0,2014-07-15 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,62000.0,30000.0,,6000.0,18000.0,,,10000.0,,,18000.0,24000.0,,,,,,,,,12000.0,15000.0,,,,,,,Малые (1-15)
"КАМЕРА ОБСКУРА, БФ",1147800004186.0,2014-07-15 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2019,,19000.0,1000.0,,,,,,,,,,,,,,,,,,,19000.0,,,,,,,,Малые (1-15)
"КАМЕРА ОБСКУРА, БФ",1147800004186.0,2014-07-15 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Средние (16-150)
"КАМЕРА ОБСКУРА, БФ",1147800004186.0,2014-07-15 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Средние (16-150)
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ СВЯТОГО СТИЛИАНА,1147800004351.0,2014-07-22 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,0 - 5,,,,до 5,Малые (1-15)
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ СВЯТОГО СТИЛИАНА,1147800004351.0,2014-07-22 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Средние (16-150)
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ СВЯТОГО СТИЛИАНА,1147800004351.0,2014-07-22 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Средние (16-150)
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ СВЯТОГО СТИЛИАНА,1147800004351.0,2014-07-22 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Средние (16-150)
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ СВЯТОГО СТИЛИАНА,1147800004351.0,2014-07-22 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Средние (16-150)
"ДОБРЫЙ СЛОН, БФ",1147800004516.0,2014-07-29 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2017,,289000.0,49000.0,,32000.0,32000.0,,71000.0,-19000.0,,12000.0,-20000.0,64000.0,,,,,,,,,22000.0,267000.0,,0 - 5,,,,до 5,Малые (1-15)
"ДОБРЫЙ СЛОН, БФ",1147800004516.0,2014-07-29 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,813000.0,1913000.0,,194000.0,1021000.0,,,1080000.0,,136000.0,1081000.0,1215000.0,,,,341000.0,,,,,102000.0,370000.0,,,,,,,Малые (1-15)
"ДОБРЫЙ СЛОН, БФ",1147800004516.0,2014-07-29 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2019,,2726000.0,2020000.0,,115000.0,272000.0,,,,,13000.0,374000.0,387000.0,,,,,,,,,532000.0,2194000.0,,,,,,,Малые (1-15)
"ДОБРЫЙ СЛОН, БФ",1147800004516.0,2014-07-29 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2020,,973000.0,925000.0,,134000.0,193000.0,,,,,,326000.0,326000.0,,,,,,,,,474000.0,499000.0,,,,,,,Малые (1-15)
"ДОБРЫЙ СЛОН, БФ",1147800004516.0,2014-07-29 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,931000.0,1033000.0,,46000.0,381000.0,,,,,,428000.0,427000.0,,,,,,,,,339000.0,592000.0,,,,,,,Малые (1-15)
"ОТКРЫТЫЕ СЕРДЦА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800004527.0,2014-07-07 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2017,,,,,8000.0,6000.0,,1000.0,-146000.0,,,,14000.0,-28000.0,,,,,,,28000.0,,,,,,,-28000.0,,
"ОТКРЫТЫЕ СЕРДЦА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800004527.0,2014-07-07 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОТКРЫТЫЕ СЕРДЦА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800004527.0,2014-07-07 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОТКРЫТЫЕ СЕРДЦА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800004527.0,2014-07-07 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ОТКРЫТЫЕ СЕРДЦА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800004527.0,2014-07-07 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ФИА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800004791.0,2014-08-12 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2017,,338000.0,318000.0,,17000.0,36000.0,,,38000.0,,14000.0,38000.0,53000.0,67000.0,,68000.0,,,,68000.0,1000.0,181000.0,135000.0,,0 - 5,4000.0,,63000.0,до 5,Малые (1-15)
"ФИА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800004791.0,2014-08-12 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,336000.0,303000.0,,16000.0,5000.0,,,5000.0,,16000.0,5000.0,21000.0,58000.0,,58000.0,,,,58000.0,,214000.0,100000.0,,,3000.0,,55000.0,,Средние (16-150)
"ФИА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800004791.0,2014-08-12 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2019,,563000.0,563000.0,,18000.0,2000.0,,,5000.0,,15000.0,5000.0,20000.0,218000.0,,205000.0,,,,218000.0,,263000.0,300000.0,,,,,205000.0,,Средние (16-150)
"ФИА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800004791.0,2014-08-12 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2020,,395000.0,412000.0,,19000.0,15000.0,,,,,12000.0,22000.0,34000.0,,,,,,,,,186000.0,170000.0,,,,,,,Средние (16-150)
"ФИА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800004791.0,2014-08-12 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,393000.0,374000.0,122000.0,27000.0,6000.0,,,,,30000.0,3000.0,33000.0,122000.0,122000.0,114000.0,23000.0,,,,,220000.0,150000.0,,,7000.0,,115000.0,,Средние (16-150)
"ПЕНАТЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800005110.0,2014-08-27 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2017,,,,,,,,,,,,,,,,,,,,,,,,,0 - 5,,,,до 5,Малые (1-15)
"ПЕНАТЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800005110.0,2014-08-27 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Малые (1-15)
"ПЕНАТЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800005110.0,2014-08-27 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Средние (16-150)
"ПЕНАТЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800005110.0,2014-08-27 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Средние (16-150)
"ПЕНАТЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147800005110.0,2014-08-27 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2021,,,,,,1000.0,,,-199000.0,,200000.0,,1000.0,-185000.0,-166000.0,,,,,,19000.0,,,166000.0,,10000.0,,-195000.0,,Средние (16-150)
"КАЖДЫЙ, БФ",1147800005198.0,2014-08-29 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2017,,2039000.0,1534000.0,,28000.0,8000.0,,,,,64000.0,,64000.0,,,,,,,,,1506000.0,533000.0,,0 - 5,,,,до 5,Малые (1-15)
"КАЖДЫЙ, БФ",1147800005198.0,2014-08-29 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2018,40000.0,2307000.0,2546000.0,40000.0,73000.0,207000.0,,,240000.0,,42000.0,240000.0,282000.0,40000.0,40000.0,40000.0,,,,,,1253000.0,1054000.0,,,,,39000.0,,Средние (16-150)
"КАЖДЫЙ, БФ",1147800005198.0,2014-08-29 00:00:00,Действующая,Санкт-Петербург,Благотворительные фонды,2019,,2707000.0,3071000.0,,49000.0,610000.0,,,604000.0,,64000.0,604000.0,668000.0,,,,157000.0,,,,,1716000.0,736000.0,,,,,,,Средние (16-150)
